exchange,exchange_token,trading_symbol,groww_symbol,name,instrument_type,segment,series,isin,lot_size,tick_size,buy_allowed,sell_allowed,internal_trading_symbol,is_intraday
NSE,13735,GLOBALVECT,NSE-GLOBALVECT,Global Vectra,EQ,CASH,EQ,INE792H01019,1.0,0.01,1,1,GLOBALVECT-EQ,0
NSE,17,GATECHDVR,NSE-GATECHDVR,SCAPDVR,EQ,CASH,EQ,INE224E01036,1.0,0.01,1,1,GATECHDVR-EQ,0
NSE,8828,GAEL,NSE-GAEL,Gujarat Ambuja Exp,EQ,CASH,EQ,INE036B01030,1.0,0.01,1,1,GAEL-EQ,0
NSE,14480,GOKULAGRO,NSE-GOKULAGRO,Gokul Agro Resources,EQ,CASH,EQ,INE314T01033,1.0,0.01,1,1,GOKULAGRO-EQ,0
NSE,758842,GENSOL,NSE-GENSOL,Gensol Engg,EQ,CASH,BZ,INE06H201014,1.0,0.01,1,1,GENSOL-BZ,0
NSE,759089,GML,NSE-GML,Galaxy Medicare,EQ,CASH,SM,INE09A801015,2000.0,0.05,1,1,GML-SM,0
NSE,13337,GALLANTT,NSE-GALLANTT,Gallantt Ispat,EQ,CASH,EQ,INE297H01019,1.0,0.05,1,1,GALLANTT-EQ,0
NSE,759012,GANESHCP,NSE-GANESHCP,Ganesh Consumer Prod,EQ,CASH,EQ,INE652V01016,1.0,0.05,1,1,GANESHCP-EQ,0
NSE,1085,GABRIEL,NSE-GABRIEL,Gabriel India,EQ,CASH,EQ,INE524A01029,1.0,0.1,1,1,GABRIEL-EQ,0
NSE,25244,GAJANAND,NSE-GAJANAND,Gajanand Internat.,EQ,CASH,SM,INE0QTE01018,3000.0,0.05,1,1,GAJANAND-SM,0
NSE,30289,GCHOTELS,NSE-GCHOTELS,Grand Continent,EQ,CASH,ST,INE12E301017,600.0,0.05,1,1,GCHOTELS-ST,0
NSE,8510,GATEWAY,NSE-GATEWAY,Gateway Distri,EQ,CASH,EQ,INE079J01017,1.0,0.01,1,1,GATEWAY-EQ,0
NSE,16705,GOKUL,NSE-GOKUL,Gokul Refoils,EQ,CASH,EQ,INE020J01029,1.0,0.01,1,1,GOKUL-EQ,0
NSE,17839,GILLANDERS,NSE-GILLANDERS,Gillanders Arbuthnot,EQ,CASH,EQ,INE047B01011,1.0,0.01,1,1,GILLANDERS-EQ,0
NSE,2188,GENCON,NSE-GENCON,Generic Engg,EQ,CASH,EQ,INE854S01022,1.0,0.01,1,1,GENCON-EQ,0
NSE,1153,GLAXO,NSE-GLAXO,GSK Pharma,EQ,CASH,EQ,INE159A01016,1.0,0.1,1,1,GLAXO-EQ,0
NSE,24439,GGBL,NSE-GGBL,Ganesh Green Bharat,EQ,CASH,SM,INE0R8C01018,300.0,0.05,1,1,GGBL-SM,0
NSE,17167,GLOBALPET,NSE-GLOBALPET,Global Pet Indus,EQ,CASH,SM,INE0PS501019,750.0,0.05,1,1,GLOBALPET-SM,0
NSE,758986,GCSL,NSE-GCSL,Gretex Corporate,EQ,CASH,EQ,INE199P01028,1.0,0.01,1,1,GCSL-EQ,0
NSE,11932,FUSION,NSE-FUSION,Fusion Finance,EQ,CASH,EQ,INE139R01012,1.0,0.01,1,1,FUSION-EQ,0
NSE,23799,GODIGIT,NSE-GODIGIT,Go Digit General Ins,EQ,CASH,EQ,INE03JT01014,1.0,0.05,1,1,GODIGIT-EQ,0
NSE,760116,GLOTTIS,NSE-GLOTTIS,Glottis,EQ,CASH,EQ,INE0TQE01026,1.0,0.01,1,1,GLOTTIS-EQ,0
NSE,14858,GOLD1,NSE-GOLD1,Kotak - MF - Gold ETF,EQ,CASH,EQ,INF174KA1HJ8,1.0,0.01,1,1,GOLD1-EQ,0
NSE,1181,GODFRYPHLP,NSE-GODFRYPHLP,Godfrey Phillips,EQ,CASH,EQ,INE260B01028,1.0,0.1,1,1,GODFRYPHLP-EQ,0
NSE,1174,GNFC,NSE-GNFC,GNFC,EQ,CASH,EQ,INE113A01013,1.0,0.05,1,1,GNFC-EQ,0
NSE,1073,FOSECOIND,NSE-FOSECOIND,Foseco India,EQ,CASH,EQ,INE519A01011,1.0,0.5,1,1,FOSECOIND-EQ,0
NSE,10925,GODREJIND,NSE-GODREJIND,Godrej Industries,EQ,CASH,EQ,INE233A01035,1.0,0.1,1,1,GODREJIND-EQ,0
NSE,14687,GOACARBON,NSE-GOACARBON,Goa Carbon,EQ,CASH,EQ,INE426D01013,1.0,0.05,1,1,GOACARBON-EQ,0
NSE,758300,GROWWLOVOL,NSE-GROWWLOVOL,GROWWLOVOL,EQ,CASH,EQ,INF666M01LB9,1.0,0.01,1,1,GROWWLOVOL-EQ,0
NSE,6543,GRPLTD,NSE-GRPLTD,GRP,EQ,CASH,EQ,INE137I01015,1.0,0.1,1,1,GRPLTD-EQ,0
NSE,22846,GPTHEALTH,NSE-GPTHEALTH,GPT Healthcare,EQ,CASH,EQ,INE486R01017,1.0,0.01,1,1,GPTHEALTH-EQ,0
NSE,20534,GRAVITA,NSE-GRAVITA,Gravita India,EQ,CASH,EQ,INE024L01027,1.0,0.1,1,1,GRAVITA-EQ,0
NSE,15347,GSS,NSE-GSS,GSS Infotech,EQ,CASH,EQ,INE871H01011,1.0,0.01,1,1,GSS-EQ,0
NSE,23888,GSMFOILS,NSE-GSMFOILS,GSM Foils,EQ,CASH,SM,INE0SQY01018,500.0,0.05,1,1,GSMFOILS-SM,0
NSE,592,GRAPHITE,NSE-GRAPHITE,Graphite India,EQ,CASH,EQ,INE371A01025,1.0,0.05,1,1,GRAPHITE-EQ,0
NSE,17770,GROBTEA,NSE-GROBTEA,Grob Tea Co,EQ,CASH,EQ,INE646C01018,1.0,0.1,1,1,GROBTEA-EQ,0
NSE,21195,GTPL,NSE-GTPL,GTPL Hathway,EQ,CASH,EQ,INE869I01013,1.0,0.01,1,1,GTPL-EQ,0
NSE,3987,GREENPLY,NSE-GREENPLY,Greenply Industries,EQ,CASH,EQ,INE461C01038,1.0,0.05,1,1,GREENPLY-EQ,0
NSE,1232,GRASIM,NSE-GRASIM,Grasim Industries,EQ,CASH,EQ,INE047A01021,1.0,0.1,1,1,GRASIM-EQ,0
NSE,759428,GROWWRLTY,NSE-GROWWRLTY,GROWWRLTY,EQ,CASH,EQ,INF666M01MN2,1.0,0.01,1,1,GROWWRLTY-EQ,0
NSE,758697,GROWWNIFTY,NSE-GROWWNIFTY,Groww Nifty 50 ETF,EQ,CASH,EQ,INF666M01LL8,1.0,0.01,1,1,GROWWNIFTY-EQ,0
NSE,756086,GROWWMOM50,NSE-GROWWMOM50,Groww Nifty 500 Momentum 50 ETF,EQ,CASH,EQ,INF666M01KJ4,1.0,0.01,1,1,GROWWMOM50-EQ,0
NSE,5054,GRINFRA,NSE-GRINFRA,GR Infraprojects,EQ,CASH,EQ,INE201P01022,1.0,0.1,1,1,GRINFRA-EQ,0
NSE,13701,GOLDKART,NSE-GOLDKART,Goldkart Jewels,EQ,CASH,ST,INE06MH01016,625.0,0.05,1,1,GOLDKART-ST,0
NSE,25872,GROWWGOLD,NSE-GROWWGOLD,Groww Gold ETF,EQ,CASH,EQ,INF666M01IW1,1.0,0.01,1,1,GROWWGOLD-EQ,0
NSE,1,GOLDSTAR,NSE-GOLDSTAR,Goldstar Power,EQ,CASH,SM,INE405Y01021,11250.0,0.05,1,1,GOLDSTAR-SM,0
NSE,15356,GOLDETFADD,NSE-GOLDETFADD,DSPGOLDETF,EQ,CASH,EQ,INF740KA1SW3,1.0,0.01,1,1,GOLDETFADD-EQ,0
NSE,14052,GRCL,NSE-GRCL,Gayatri Rubbers,EQ,CASH,SM,INE0LVM01018,250.0,0.05,1,1,GRCL-SM,0
NSE,19731,GPPL,NSE-GPPL,Gujarat Pipavav Port,EQ,CASH,EQ,INE517F01014,1.0,0.01,1,1,GPPL-EQ,0
NSE,1129,GTECJAINX,NSE-GTECJAINX,G-Tec Jainx Edu,EQ,CASH,EQ,INE586X01012,1.0,0.01,1,1,GTECJAINX-EQ,0
NSE,19679,GOLDIETF,NSE-GOLDIETF,ICICI Prud Gold ETF,EQ,CASH,EQ,INF109KC1NT3,1.0,0.01,1,1,GOLDIETF-EQ,0
NSE,25758,GROWWDEFNC,NSE-GROWWDEFNC,Groww Nifty India Defence ETF,EQ,CASH,EQ,INF666M01IO8,1.0,0.01,1,1,GROWWDEFNC-EQ,0
NSE,13409,GPIL,NSE-GPIL,Godawari Pwr,EQ,CASH,EQ,INE177H01039,1.0,0.05,1,1,GPIL-EQ,0
NSE,758165,GROWWPOWER,NSE-GROWWPOWER,GROWWPOWER,EQ,CASH,EQ,INF666M01LM6,1.0,0.01,1,1,GROWWPOWER-EQ,0
NSE,14286,GOLDETF,NSE-GOLDETF,MAGOLDETF,EQ,CASH,EQ,INF769K01JP9,1.0,0.01,1,1,GOLDETF-EQ,0
NSE,23066,GOPAL,NSE-GOPAL,Gopal Snacks,EQ,CASH,EQ,INE0L9R01028,1.0,0.05,1,1,GOPAL-EQ,0
NSE,759424,GREENLEAF,NSE-GREENLEAF,Greenleaf Envirotech,EQ,CASH,SM,INE0PLX01017,1000.0,0.05,1,1,GREENLEAF-SM,0
NSE,759522,GROWWSC250,NSE-GROWWSC250,GROWWSC250,EQ,CASH,EQ,INF666M01MO0,1.0,0.01,1,1,GROWWSC250-EQ,0
NSE,13197,GSPL,NSE-GSPL,GSPL,EQ,CASH,EQ,INE246F01010,1.0,0.05,1,1,GSPL-EQ,0
NSE,8342,GSEC5IETF,NSE-GSEC5IETF,ICICI5GSEC,EQ,CASH,EQ,INF109KC14A8,1.0,0.01,1,1,GSEC5IETF-EQ,0
NSE,9874,GOLDTECH,NSE-GOLDTECH,AION-Tech Solutions,EQ,CASH,EQ,INE805A01014,1.0,0.01,1,1,GOLDTECH-EQ,0
NSE,24798,GROWWEV,NSE-GROWWEV,GROWWEV,EQ,CASH,EQ,INF666M01IH2,1.0,0.01,1,1,GROWWEV-EQ,0
NSE,4393,GS150626C,NSE-GS150626C,GS15JUN26C,EQ,CASH,GS,IN000626C050,100.0,0.01,0,1,GS150626C-GS,0
NSE,29527,GROWWRAIL,NSE-GROWWRAIL,Groww Nifty India Railways PSU ETF,EQ,CASH,EQ,INF666M01JJ6,1.0,0.01,1,1,GROWWRAIL-EQ,0
NSE,25447,GROWWLIQID,NSE-GROWWLIQID,Groww Nifty 1D Rate Liquid ETF,EQ,CASH,EQ,INF666M01IP5,1.0,0.01,1,1,GROWWLIQID-EQ,0
NSE,1235,GREAVESCOT,NSE-GREAVESCOT,Greaves Cotton,EQ,CASH,EQ,INE224A01026,1.0,0.01,1,1,GREAVESCOT-EQ,0
NSE,1162,GTL,NSE-GTL,GTL,EQ,CASH,EQ,INE043A01012,1.0,0.01,1,1,GTL-EQ,0
NSE,20454,GRAPHISAD,NSE-GRAPHISAD,Graphisads,EQ,CASH,SM,INE0POU01017,1200.0,0.05,1,1,GRAPHISAD-SM,0
NSE,13560,GRINDWELL,NSE-GRINDWELL,Grindwell Norton,EQ,CASH,EQ,INE536A01023,1.0,0.1,1,1,GRINDWELL-EQ,0
NSE,13143,GSEC10IETF,NSE-GSEC10IETF,GSEC10IETF,EQ,CASH,EQ,INF109KC18O0,1.0,0.01,1,1,GSEC10IETF-EQ,0
NSE,20110,GREENPOWER,NSE-GREENPOWER,Orient Green Power,EQ,CASH,EQ,INE999K01014,1.0,0.01,1,1,GREENPOWER-EQ,0
NSE,18741,GRETEX,NSE-GRETEX,Gretex Industries,EQ,CASH,SM,INE985P01012,750.0,0.05,1,1,GRETEX-SM,0
NSE,11606,GUFICBIO,NSE-GUFICBIO,Gufic Biosciences,EQ,CASH,EQ,INE742B01025,1.0,0.05,1,1,GUFICBIO-EQ,0
NSE,10871,GRMOVER,NSE-GRMOVER,GRM Overseas,EQ,CASH,EQ,INE192H01020,1.0,0.05,1,1,GRMOVER-EQ,0
NSE,11787,GOYALALUM,NSE-GOYALALUM,Goyal Aluminiums,EQ,CASH,EQ,INE705X01026,1.0,0.01,1,1,GOYALALUM-EQ,0
NSE,24108,GPECO,NSE-GPECO,GP Eco Solutions,EQ,CASH,SM,INE0S7E01015,200.0,0.05,1,1,GPECO-SM,0
NSE,17092,GREENCHEF,NSE-GREENCHEF,Greenchef Appliances,EQ,CASH,SM,INE0O7P01015,800.0,0.05,1,1,GREENCHEF-SM,0
NSE,11971,GOLDIAM,NSE-GOLDIAM,Goldiam Intl,EQ,CASH,EQ,INE025B01025,1.0,0.05,1,1,GOLDIAM-EQ,0
NSE,13745,GTLINFRA,NSE-GTLINFRA,GTL Infrastructure,EQ,CASH,EQ,INE221H01019,1.0,0.01,1,1,GTLINFRA-EQ,0
NSE,7982,GRWRHITECH,NSE-GRWRHITECH,Garware Hi Tech,EQ,CASH,EQ,INE291A01017,1.0,0.1,1,1,GRWRHITECH-EQ,0
NSE,6848,GREENLAM,NSE-GREENLAM,Greenlam Industries,EQ,CASH,EQ,INE544R01021,1.0,0.05,1,1,GREENLAM-EQ,0
NSE,14599,GSLSU,NSE-GSLSU,Global Surfaces,EQ,CASH,EQ,INE0JSX01015,1.0,0.01,1,1,GSLSU-EQ,0
NSE,1247,GSFC,NSE-GSFC,GSFC,EQ,CASH,EQ,INE026A01025,1.0,0.01,1,1,GSFC-EQ,0
NSE,5475,GRSE,NSE-GRSE,Garden Reach,EQ,CASH,EQ,INE382Z01011,1.0,0.1,1,1,GRSE-EQ,0
NSE,757814,GROWWNET,NSE-GROWWNET,Groww Nifty India Internet ETF,EQ,CASH,EQ,INF666M01LI4,1.0,0.01,1,1,GROWWNET-EQ,0
NSE,13810,GREENPANEL,NSE-GREENPANEL,Greenpanel Inds.,EQ,CASH,EQ,INE08ZM01014,1.0,0.05,1,1,GREENPANEL-EQ,0
NSE,9764,GSTL,NSE-GSTL,Globesecure Technlgy,EQ,CASH,SM,INE00WS01056,1000.0,0.05,1,1,GSTL-SM,0
NSE,17685,GPTINFRA,NSE-GPTINFRA,GPT Infraprojects,EQ,CASH,EQ,INE390G01014,1.0,0.01,1,1,GPTINFRA-EQ,0
NSE,6125,GOODLUCK,NSE-GOODLUCK,Goodluck India,EQ,CASH,EQ,INE127I01024,1.0,0.1,1,1,GOODLUCK-EQ,0
NSE,29872,GROWWN200,NSE-GROWWN200,Groww Nifty 200 ETF,EQ,CASH,EQ,INF666M01JV1,1.0,0.01,1,1,GROWWN200-EQ,0
NSE,756827,GROWWSLVR,NSE-GROWWSLVR,Groww Silver ETF,EQ,CASH,EQ,INF666M01LA1,1.0,0.01,1,1,GROWWSLVR-EQ,0
NSE,4314,GS151225C,NSE-GS151225C,GS15DEC25C,EQ,CASH,GS,IN001225C050,100.0,0.01,0,1,GS151225C-GS,0
NSE,11872,GRANULES,NSE-GRANULES,Granules India,EQ,CASH,EQ,INE101D01020,1.0,0.05,1,1,GRANULES-EQ,0
NSE,19356,GOYALSALT,NSE-GOYALSALT,Goyal Salt,EQ,CASH,SM,INE0QFE01017,600.0,0.05,1,1,GOYALSALT-SM,0
NSE,759806,GROWW,NSE-GROWW,Groww,EQ,CASH,EQ,INE0HOQ01053,1.0,0.01,1,1,GROWW-EQ,0
NSE,759458,GROWWNXT50,NSE-GROWWNXT50,Groww Nifty Next 50 ETF,EQ,CASH,EQ,INF666M01LZ8,1.0,0.01,1,1,GROWWNXT50-EQ,0
NSE,14535,GOLDSHARE,NSE-GOLDSHARE,UTI Gold ETF,EQ,CASH,EQ,INF789F1AUX7,1.0,0.05,1,1,GOLDSHARE-EQ,0
NSE,8465,H1861D46RQ,NSE-H1861D46RQ,H1861D46RQ,EQ,CASH,MF,INF179KC1CH6,1.0,0.01,1,1,H1861D46RQ-MF,0
NSE,11162,HARSHA,NSE-HARSHA,Harsha Engineers Int,EQ,CASH,EQ,INE0JUS01029,1.0,0.05,1,1,HARSHA-EQ,0
NSE,29731,GUJTHEM,NSE-GUJTHEM,Guj Themis Biosyn,EQ,CASH,EQ,INE942C01045,1.0,0.05,1,1,GUJTHEM-EQ,0
NSE,10633,HDFCNIF100,NSE-HDFCNIF100,HDFCNIF100,EQ,CASH,EQ,INF179KC1HR4,1.0,0.01,1,1,HDFCNIF100-EQ,0
NSE,11241,HDFCGROWTH,NSE-HDFCGROWTH,HDFCGROWTH,EQ,CASH,EQ,INF179KC1DJ0,1.0,0.01,1,1,HDFCGROWTH-EQ,0
NSE,757772,HDBFS,NSE-HDBFS,HDB Financial Services,EQ,CASH,EQ,INE756I01012,1.0,0.05,1,1,HDBFS-EQ,0
NSE,8770,H1876D46DD,NSE-H1876D46DD,H1876D46DD,EQ,CASH,MF,INF179KC1CP9,1.0,0.01,1,1,H1876D46DD-MF,0
NSE,19205,HEADSUP,NSE-HEADSUP,Mandhana Retail,EQ,CASH,EQ,INE759V01019,1.0,0.01,1,1,HEADSUP-EQ,0
NSE,11562,HDFC1359RD,NSE-HDFC1359RD,HDFC FMP 1359D September 2022 - Series 46 - Regular Option- Normal Dividend Option,EQ,CASH,MF,INF179KC1DS1,1.0,0.01,1,1,HDFC1359RD-MF,0
NSE,10865,GVPTECH,NSE-GVPTECH,GVP Infotech,EQ,CASH,EQ,INE382T01030,1.0,0.01,1,1,GVPTECH-EQ,0
NSE,10097,GUJRAFFIA,NSE-GUJRAFFIA,Gujarat Raffia Inds,EQ,CASH,BE,INE610B01024,1.0,0.01,1,1,GUJRAFFIA-BE,0
NSE,8962,HARDWYN,NSE-HARDWYN,Hardwyn India,EQ,CASH,EQ,INE626Z01029,1.0,0.01,1,1,HARDWYN-EQ,0
NSE,2316,HEIDELBERG,NSE-HEIDELBERG,Heidelberg Cement,EQ,CASH,EQ,INE578A01017,1.0,0.01,1,1,HEIDELBERG-EQ,0
NSE,8450,H1861D46RD,NSE-H1861D46RD,H1861D46RD,EQ,CASH,MF,INF179KC1CG8,1.0,0.01,1,1,H1861D46RD-MF,0
NSE,11561,HDFC1359DQ,NSE-HDFC1359DQ,HDFC FMP 1359D September 2022 - Series 46 - Direct Option- Quarterly Dividend Option,EQ,CASH,MF,INF179KC1DQ5,1.0,0.01,1,1,HDFC1359DQ-MF,0
NSE,17920,HDIL,NSE-HDIL,HDIL,EQ,CASH,BZ,INE191I01012,1.0,0.01,1,1,HDIL-BZ,0
NSE,10876,HDFCSILVER,NSE-HDFCSILVER,HDFCSILVER,EQ,CASH,EQ,INF179KC1DI2,1.0,0.01,1,1,HDFCSILVER-EQ,0
NSE,16783,GVT&D,NSE-GVT&D,GE Vernova T&D India,EQ,CASH,EQ,INE200A01026,1.0,0.1,1,1,GVT&D-EQ,0
NSE,13556,HDFC1204RQ,NSE-HDFC1204RQ,HDFC1204RQ,EQ,CASH,MF,INF179KC1ES9,1.0,0.01,1,1,HDFC1204RQ-MF,0
NSE,12108,HDFCPVTBAN,NSE-HDFCPVTBAN,HDFCPVTBAN,EQ,CASH,EQ,INF179KC1HZ7,1.0,0.01,1,1,HDFCPVTBAN-EQ,0
NSE,11563,HDFC1359RG,NSE-HDFC1359RG,HDFC FMP 1359D September 2022 - Series 46 - Regular Option- Growth Option,EQ,CASH,MF,INF179KC1DR3,1.0,0.01,1,1,HDFC1359RG-MF,0
NSE,2614,HERANBA,NSE-HERANBA,Heranba Industries,EQ,CASH,EQ,INE694N01015,1.0,0.05,1,1,HERANBA-EQ,0
NSE,701,HEMIPROP,NSE-HEMIPROP,Hemisphere Prop,EQ,CASH,EQ,INE0AJG01018,1.0,0.01,1,1,HEMIPROP-EQ,0
NSE,7457,HAVISHA,NSE-HAVISHA,Sri Havisha Hosp,EQ,CASH,EQ,INE293B01029,1.0,0.01,1,1,HAVISHA-EQ,0
NSE,48,HAPPSTMNDS,NSE-HAPPSTMNDS,Happiest Minds Tech.,EQ,CASH,EQ,INE419U01012,1.0,0.05,1,1,HAPPSTMNDS-EQ,0
NSE,1336,HEG,NSE-HEG,HEG,EQ,CASH,EQ,INE545A01024,1.0,0.05,1,1,HEG-EQ,0
NSE,10843,HDFC1406RQ,NSE-HDFC1406RQ,HDFC1406RQ,EQ,CASH,MF,INF179KC1DH4,1.0,0.01,1,1,HDFC1406RQ-MF,0
NSE,2303,HAL,NSE-HAL,HAL,EQ,CASH,EQ,INE066F01020,1.0,0.1,1,1,HAL-EQ,0
NSE,8455,H1861D46RG,NSE-H1861D46RG,H1861D46RG,EQ,CASH,MF,INF179KC1CF0,1.0,0.01,1,1,H1861D46RG-MF,0
NSE,11559,HDFC1359DD,NSE-HDFC1359DD,HDFC FMP 1359D September 2022 - Series 46 - Direct Option- Normal Dividend Option,EQ,CASH,MF,INF179KC1DP7,1.0,0.01,1,1,HDFC1359DD-MF,0
NSE,13229,GVKPIL,NSE-GVKPIL,GVK Power & Infra,EQ,CASH,BE,INE251H01024,1.0,0.01,1,1,GVKPIL-BE,0
NSE,22433,HDFCNIFBAN,NSE-HDFCNIFBAN,HDFCNIFBAN,EQ,CASH,EQ,INF179KC1HY0,1.0,0.01,1,1,HDFCNIFBAN-EQ,0
NSE,1327,HCL-INSYS,NSE-HCL-INSYS,HCL Infosystems,EQ,CASH,EQ,INE236A01020,1.0,0.01,1,1,HCL-INSYS-EQ,0
NSE,8773,H1876D46DG,NSE-H1876D46DG,H1876D46DG,EQ,CASH,MF,INF179KC1CO2,1.0,0.01,1,1,H1876D46DG-MF,0
NSE,8968,HARIOMPIPE,NSE-HARIOMPIPE,Hariom Pipe Inds,EQ,CASH,EQ,INE00EV01017,1.0,0.05,1,1,HARIOMPIPE-EQ,0
NSE,8446,H1861D46DQ,NSE-H1861D46DQ,H1861D46DQ,EQ,CASH,MF,INF179KC1CE3,1.0,0.01,1,1,H1861D46DQ-MF,0
NSE,13966,HBLENGINE,NSE-HBLENGINE,HBL Engineering,EQ,CASH,EQ,INE292B01021,1.0,0.1,1,1,HBLENGINE-EQ,0
NSE,10841,HDFC1406RD,NSE-HDFC1406RD,HDFC1406RD,EQ,CASH,MF,INF179KC1DG6,1.0,0.01,1,1,HDFC1406RD-MF,0
NSE,13548,HDFC1204RG,NSE-HDFC1204RG,HDFC1204RG,EQ,CASH,MF,INF179KC1EQ3,1.0,0.01,1,1,HDFC1204RG-MF,0
NSE,11593,HDFCSENSEX,NSE-HDFCSENSEX,HDFCSENSEX,EQ,CASH,EQ,INF179KC1HX2,1.0,0.01,1,1,HDFCSENSEX-EQ,0
NSE,12101,HDFCNIFIT,NSE-HDFCNIFIT,HDFCNIFIT,EQ,CASH,EQ,INF179KC1IA8,1.0,0.01,1,1,HDFCNIFIT-EQ,0
NSE,14230,HDFCBSE500,NSE-HDFCBSE500,HDFCBSE500,EQ,CASH,EQ,INF179KC1EZ4,1.0,0.01,1,1,HDFCBSE500-EQ,0
NSE,4244,HDFCAMC,NSE-HDFCAMC,HDFC Asset Mgmt Co,EQ,CASH,EQ,INE127D01025,1.0,0.5,1,1,HDFCAMC-EQ,0
NSE,13547,HDFC1204RD,NSE-HDFC1204RD,HDFC1204RD,EQ,CASH,MF,INF179KC1ER1,1.0,0.01,1,1,HDFC1204RD-MF,0
NSE,4391,GULFOILLUB,NSE-GULFOILLUB,Gulf Oil Lubricants,EQ,CASH,EQ,INE635Q01029,1.0,0.1,1,1,GULFOILLUB-EQ,0
NSE,759261,GURUNANAK,NSE-GURUNANAK,Gurunanak Agricultur,EQ,CASH,SM,INE1CCX01012,1600.0,0.05,1,1,GURUNANAK-SM,0
NSE,9819,HAVELLS,NSE-HAVELLS,Havells India,EQ,CASH,EQ,INE176B01034,1.0,0.1,1,1,HAVELLS-EQ,0
NSE,1313,HARRMALAYA,NSE-HARRMALAYA,Harrisons Malayalam,EQ,CASH,EQ,INE544A01019,1.0,0.01,1,1,HARRMALAYA-EQ,0
NSE,19543,HDFCGOLD,NSE-HDFCGOLD,HDFC MF - GETF,EQ,CASH,EQ,INF179KC1981,1.0,0.01,1,1,HDFCGOLD-EQ,0
NSE,14233,HDFCSML250,NSE-HDFCSML250,HDFCSML250,EQ,CASH,EQ,INF179KC1FB2,1.0,0.01,1,1,HDFCSML250-EQ,0
NSE,10842,HDFC1406RG,NSE-HDFC1406RG,HDFC1406RG,EQ,CASH,MF,INF179KC1DF8,1.0,0.01,1,1,HDFC1406RG-MF,0
NSE,7425,HECPROJECT,NSE-HECPROJECT,HEC Infra Projects,EQ,CASH,EQ,INE558R01013,1.0,0.01,1,1,HECPROJECT-EQ,0
NSE,8442,H1861D46DD,NSE-H1861D46DD,H1861D46DD,EQ,CASH,MF,INF179KC1CD5,1.0,0.01,1,1,H1861D46DD-MF,0
NSE,13543,HDFC1204DQ,NSE-HDFC1204DQ,HDFC1204DQ,EQ,CASH,MF,INF179KC1EP5,1.0,0.01,1,1,HDFC1204DQ-MF,0
NSE,11538,HDFCMOMENT,NSE-HDFCMOMENT,HDFC NIFTY200 Mom 30,EQ,CASH,EQ,INF179KC1HV6,1.0,0.01,1,1,HDFCMOMENT-EQ,0
NSE,7229,HCLTECH,NSE-HCLTECH,HCL Tech.,EQ,CASH,EQ,INE860A01027,1.0,0.1,1,1,HCLTECH-EQ,0
NSE,3626,HEALTHIETF,NSE-HEALTHIETF,ICICIPHARM,EQ,CASH,EQ,INF109KC1Q72,1.0,0.01,1,1,HEALTHIETF-EQ,0
NSE,6286,GULPOLY,NSE-GULPOLY,Gulshan Polyols,EQ,CASH,EQ,INE255D01024,1.0,0.01,1,1,GULPOLY-EQ,0
NSE,22595,HDFCPSUBK,NSE-HDFCPSUBK,HDFCPSUBK,EQ,CASH,EQ,INF179KC1HW4,1.0,0.01,1,1,HDFCPSUBK-EQ,0
NSE,11560,HDFC1359DG,NSE-HDFC1359DG,HDFC FMP 1359D September 2022 - Series 46 - Direct Option- Growth Option,EQ,CASH,MF,INF179KC1DO0,1.0,0.01,1,1,HDFC1359DG-MF,0
NSE,15555,HCG,NSE-HCG,Healthcare Global,EQ,CASH,EQ,INE075I01017,1.0,0.05,1,1,HCG-EQ,0
NSE,18154,HATHWAY,NSE-HATHWAY,Hathway Cable,EQ,CASH,EQ,INE982F01036,1.0,0.01,1,1,HATHWAY-EQ,0
NSE,3892,HATSUN,NSE-HATSUN,Hatsun Agro Prod,EQ,CASH,EQ,INE473B01035,1.0,0.1,1,1,HATSUN-EQ,0
NSE,1375,HCC,NSE-HCC,Hindustan Constr,EQ,CASH,EQ,INE549A01026,1.0,0.01,1,1,HCC-EQ,0
NSE,10840,HDFC1406DQ,NSE-HDFC1406DQ,HDFC1406DQ,EQ,CASH,MF,INF179KC1DE1,1.0,0.01,1,1,HDFC1406DQ-MF,0
NSE,6297,HEALTHY,NSE-HEALTHY,BSL Nifty Healthcare ETF,EQ,CASH,EQ,INF209KB10C2,1.0,0.01,1,1,HEALTHY-EQ,0
NSE,13539,HDFC1204DD,NSE-HDFC1204DD,HDFC1204DD,EQ,CASH,MF,INF179KC1EO8,1.0,0.01,1,1,HDFC1204DD-MF,0
NSE,11547,HDFCLOWVOL,NSE-HDFCLOWVOL,HDFC NIFTY100 Low Vo,EQ,CASH,EQ,INF179KC1HU8,1.0,0.01,1,1,HDFCLOWVOL-EQ,0
NSE,1267,GUJALKALI,NSE-GUJALKALI,Gujarat Alkalies,EQ,CASH,EQ,INE186A01019,1.0,0.05,1,1,GUJALKALI-EQ,0
NSE,8777,H1876D46RQ,NSE-H1876D46RQ,H1876D46RQ,EQ,CASH,MF,INF179KC1CT1,1.0,0.01,1,1,H1876D46RQ-MF,0
NSE,14681,GUJAPOLLO,NSE-GUJAPOLLO,Gujarat Apollo Inds,EQ,CASH,BE,INE826C01016,1.0,0.05,1,1,GUJAPOLLO-BE,0
NSE,8445,H1861D46DG,NSE-H1861D46DG,H1861D46DG,EQ,CASH,MF,INF179KC1CC7,1.0,0.01,1,1,H1861D46DG-MF,0
